objectid,trail_name,county,region,is_motorized,segment_length_miles
34361,Log Flume,Ferry,Eastern WA,Non-Motorized,0.474357028863734
34362,Davis Lakeshore,Ferry,Eastern WA,Non-Motorized,1.0477693995317101
34363,Joseph K. Gavinski Trail,Grant,Eastern WA,Non-Motorized,0.783712919185603
34364,I 90 Ped Bridge,Grant,Eastern WA,Non-Motorized,0.047466018777117903
34365,Sun Lakes-Dry Falls,Grant,Eastern WA,Non-Motorized,0.131177682344571
34366,Crab Creek,Grant,Eastern WA,Non-Motorized,1.43257235818246
34367,Banks Lake,Grant,Eastern WA,Non-Motorized,0.192592269935749
34368,Marsh Loop,Grant,Eastern WA,Non-Motorized,1.73530671911654
34369,Frog Lake,Grant,Eastern WA,Non-Motorized,2.40355369594695
34370,Banks Lake,Grant,Eastern WA,Non-Motorized,0.137008803724386
34371,Marsh Loop,Grant,Eastern WA,Non-Motorized,0.361620171787253
34372,Banks Lake,Grant,Eastern WA,Non-Motorized,0.532526981982213
34373,Banks Lake,Grant,Eastern WA,Non-Motorized,0.798779561379988
34374,Banks Lake,Grant,Eastern WA,Non-Motorized,0.118822918583312
34375,Crab Creek,Grant,Eastern WA,Non-Motorized,0.273408571161867
34376,Crab Creek,Grant,Eastern WA,Non-Motorized,0.464800142560952
34377,Banks Lake,Grant,Eastern WA,Non-Motorized,0.354985254318197
34378,Banks Lake,Grant,Eastern WA,Non-Motorized,0.13378579402501
34379,Frog Lake,Grant,Eastern WA,Non-Motorized,0.335006005034264
34380,Banks Lake,Grant,Eastern WA,Non-Motorized,1.14688080403517
34381,Banks Lake,Grant,Eastern WA,Non-Motorized,0.144221152347144
34382,Crab Creek,Grant,Eastern WA,Non-Motorized,0.806614366523111
34383,Banks Lake,Grant,Eastern WA,Non-Motorized,0.133286603184768
34384,NA,Grant,Eastern WA,Non-Motorized,0.25165437356363
34385,NA,Grant,Eastern WA,Non-Motorized,2.03093880234883
34386,NA,Grant,Eastern WA,Non-Motorized,1.0400268823053
34387,NA,Grant,Eastern WA,Non-Motorized,2.83143198162542
34388,Caribou Trail,Grant,Eastern WA,Non-Motorized,1.01518104057071
34389,Boy Scout Trail,Grant,Eastern WA,Non-Motorized,1.95279880043894
34390,Delany Springs Trail,Grant,Eastern WA,Non-Motorized,0.775757680520461
34391,Deep Lake Trail,Grant,Eastern WA,Non-Motorized,1.66605432928999
34392,Monument Coulee Trail,Grant,Eastern WA,Non-Motorized,4.08735405926492
34405,NA,Grant,Eastern WA,Non-Motorized,0.31059279690751
34406,Park Lake Trail,Grant,Eastern WA,Non-Motorized,2.22881764821897
34408,NA,Grant,Eastern WA,Non-Motorized,0.136375155647514
34409,NA,Grant,Eastern WA,Non-Motorized,0.605790874738117
34410,NA,Grant,Eastern WA,Non-Motorized,0.070350588126473
34411,NA,Grant,Eastern WA,Non-Motorized,0.0470565420344731
34412,Sacajawea park and ride bike path,Franklin,Eastern WA,Non-Motorized,0.137151776363809
34414,Sacajawaea Heritage Trail,Franklin,Eastern WA,Non-Motorized,0.607540782895686
34415,Sacajawaea Heritage Trail,Franklin,Eastern WA,Non-Motorized,2.09603194740822
34416,Sacajawaea Heritage Trail,Franklin,Eastern WA,Non-Motorized,1.17350145132548
34417,Sacajawaea Heritage Trail,Franklin,Eastern WA,Non-Motorized,0.163540587353589
34418,Sacajawaea Heritage Trail,Franklin,Eastern WA,Non-Motorized,0.197253439495599
34419,Sacajawea Heritage Trail,Franklin,Eastern WA,Non-Motorized,0.330095736531205
34420,Sacajawea Heritage Trail,Franklin,Eastern WA,Non-Motorized,1.48574348464665
34421,Sacajawea Heritage Trail,Franklin,Eastern WA,Non-Motorized,0.537041561487817
34422,Sacajawea Heritage Trail,Franklin,Eastern WA,Non-Motorized,0.143394314303283
34423,Sacajawea Heritage Trail,Franklin,Eastern WA,Non-Motorized,1.01388036517169
34424,Sacajawea Heritage Trail,Franklin,Eastern WA,Non-Motorized,0.150707093212907
34425,Sacajawaea Heritage Trail,Franklin,Eastern WA,Non-Motorized,11.4911250056828
34427,I-182 Bike Pedestrian Trail,Franklin,Eastern WA,Non-Motorized,5.84885123615912
34429,Sacajawaea Heritage Trail,Franklin,Eastern WA,Non-Motorized,11.4911250056828
34430,Sacajawaea Heritage Trail,Franklin,Eastern WA,Non-Motorized,1.86753816142347
34431,Sacajawaea Heritage Trail,Franklin,Eastern WA,Non-Motorized,0.460358721702048
38225,Abercrombie Trail,Stevens/Pend Oreille,Western WA,Non-Motorized,5.1952558545778
38234,North Fork Silver Creek Trail,Stevens/Pend Oreille,Western WA,Non-Motorized,8.90335663136348
38254,Leo Spur Trail,Pend Oreille/Stevens,Western WA,Motorized,2.57325615082716
38265,South Fork Silver Creek Trail,Stevens/Pend Oreille,Western WA,Non-Motorized,11.0344702077679
38291,Flume Creek Trail,Stevens/Pend Oreille,Western WA,Non-Motorized,6.13905500579316
38301,Rufus Trail,Stevens/Pend Oreille,Western WA,Non-Motorized,4.56543092709183
38302,Trail 144,Stevens/Pend Oreille,Western WA,Non-Motorized,5.67941975620436
38304,Trail 144,Stevens/Pend Oreille,Western WA,Non-Motorized,7.2992808791009e-4
38306,Rufus Trail,Stevens/Pend Oreille,Western WA,Non-Motorized,0.0206623796188136
38307,Fresco,Pend Oreille,Eastern WA,Non-Motorized,3.81014134572378
38308,Pathfinder,Pend Oreille,Eastern WA,Non-Motorized,0.346545934122225
38309,Pentstemon Point,Pend Oreille,Eastern WA,Non-Motorized,0.268353690556164
38310,Veronicas Prom,Pend Oreille,Eastern WA,Non-Motorized,0.266392459196273
38311,Arrowleaf Ridge,Pend Oreille,Eastern WA,Non-Motorized,0.580563622390169
38312,Rahoun,Pend Oreille,Eastern WA,Non-Motorized,0.41496862676839
38313,Firetrail,Pend Oreille,Eastern WA,Non-Motorized,0.295220700752595
38314,Ladyslipper,Pend Oreille,Eastern WA,Non-Motorized,0.192588575876408
38315,Powerline,Pend Oreille,Eastern WA,Non-Motorized,0.288904505696573
38316,Big Sky Loop,Pend Oreille,Eastern WA,Non-Motorized,2.26213029384004
38317,Gingers End,Pend Oreille,Eastern WA,Non-Motorized,0.301026682258196
38318,Fresco,Pend Oreille,Eastern WA,Non-Motorized,0.0861334058278296
38319,Rustlers Gultch Equestrian Trail,Pend Oreille,Eastern WA,Non-Motorized,3.41472894337752
38320,Big Sky Loop,Pend Oreille,Eastern WA,Non-Motorized,0.192249841256825
38321,Big Sky Loop,Pend Oreille,Eastern WA,Non-Motorized,0.356646852079124
38322,Big Sky Loop,Pend Oreille,Eastern WA,Non-Motorized,0.335185716863948
38323,Big Sky Loop,Pend Oreille,Eastern WA,Non-Motorized,0.41290586795977
38324,Big Sky Loop,Pend Oreille,Eastern WA,Non-Motorized,0.191170269200809
38325,Big Sky Loop,Pend Oreille,Eastern WA,Non-Motorized,0.459079510498623
38326,Big Sky Loop,Pend Oreille,Eastern WA,Non-Motorized,0.158845057341858
38327,Big Sky Loop,Pend Oreille,Eastern WA,Non-Motorized,0.0796961411064881
38328,Big Sky Loop,Pend Oreille,Eastern WA,Non-Motorized,0.126039794158424
38329,Gingers End,Pend Oreille,Eastern WA,Non-Motorized,0.141608294313919
38330,Arrowleaf Ridge,Pend Oreille,Eastern WA,Non-Motorized,0.249162190059746
38331,Gingers End,Pend Oreille,Eastern WA,Non-Motorized,0.305353242851553
38332,Gingers End,Pend Oreille,Eastern WA,Non-Motorized,0.188933557326377
38333,Gingers End,Pend Oreille,Eastern WA,Non-Motorized,0.24410589142362701
38334,Rustlers Gultch Equestrian Trail,Pend Oreille,Eastern WA,Non-Motorized,0.153285808642046
38335,Sweet Creek Interpretive Trail,Pend Oreille,Eastern WA,Non-Motorized,0.172548597760234
38336,Sweet Creek Lower Trail,Pend Oreille,Eastern WA,Non-Motorized,0.228909665842959
38337,Sweet Creek Upper Trail,Pend Oreille,Eastern WA,Non-Motorized,0.198127822926903
38338,Sweet Creek Connector Trail,Pend Oreille,Eastern WA,Non-Motorized,0.0115632799162705
38339,Sweet Creek Middle Trail,Pend Oreille,Eastern WA,Non-Motorized,0.0994831094023589
38341,Lower Wolf Trail,Pend Oreille,Eastern WA,Non-Motorized,0.976472412853842
38342,Ponderosa Trail,Pend Oreille,Eastern WA,Non-Motorized,0.362491326377052
38343,Mill Pond Flume Trail,Pend Oreille,Eastern WA,Non-Motorized,0.808627115467019
38344,Noisy Creek Trail,Pend Oreille,Eastern WA,Non-Motorized,7.95752669612359
38345,Batey Bold Motorcycle Trails,Pend Oreille,Eastern WA,Motorized,2.10111384477762
38346,Mill Pond Loop Trail,Pend Oreille,Eastern WA,Non-Motorized,1.06956117043062
38347,Bead Lake Trail,Pend Oreille,Eastern WA,Non-Motorized,9.57695790549691
38348,Batey Bold Motorcycle Trails,Pend Oreille,Eastern WA,Motorized,5.19199898314649
38349,Lakeshore Trail,Pend Oreille,Eastern WA,Non-Motorized,2.88279796852996
38350,Whitetail Trail,Pend Oreille,Eastern WA,Non-Motorized,1.6526869106642
38351,Rough Ridge (Geophysical) Trail,Pend Oreille,Eastern WA,Non-Motorized,0.903893226259202
38352,Meadow Creek Trail,Pend Oreille,Eastern WA,Non-Motorized,0.457331060471795
38353,Batey Bold Motorcycle Trails,Pend Oreille,Eastern WA,Motorized,0.927201342949462
38354,Salmo Divide Trail,Pend Oreille,Eastern WA,Non-Motorized,4.64459869738164
38355,Abercrombie Trail,Stevens/Pend Oreille,Western WA,Non-Motorized,5.1952558545778
38357,Batey Bold Motorcycle Trails,Pend Oreille,Eastern WA,Motorized,4.45223474756906
38358,Batey Bold Motorcycle Trails,Pend Oreille,Eastern WA,Motorized,1.02267783433825
38359,Thunder Creek Trail,Pend Oreille,Eastern WA,Non-Motorized,4.3872458980683
38360,Midle Fork Calispell OHV Trail,Pend Oreille,Eastern WA,Motorized,3.49706711644219
38361,Frater Spur #1 Trail,Pend Oreille,Eastern WA,Motorized,2.34277597375313
38362,Lower Wolf Trail,Pend Oreille,Eastern WA,Non-Motorized,0.502396963634773
38363,Lakeshore Spur Trail,Pend Oreille,Eastern WA,Non-Motorized,0.231794961835077
38364,North Fork Silver Creek Trail,Stevens/Pend Oreille,Western WA,Non-Motorized,8.90335663136348
38365,Midle Fork Calispell OHV Trail,Pend Oreille,Eastern WA,Motorized,4.95548617679701
38366,National Forest System Trail,Pend Oreille,Eastern WA,Non-Motorized,2.50866211448352
38367,Batey Bold Motorcycle Trails,Pend Oreille,Eastern WA,Motorized,0.0385155113054116
38368,Pass Creek Pass Trail,Pend Oreille,Eastern WA,Non-Motorized,12.037371557383
38369,Lower Wolf Trail,Pend Oreille,Eastern WA,Non-Motorized,0.214563177643242
38370,Lakeshore Nature Trail,Pend Oreille,Eastern WA,Non-Motorized,0.943331695929014
38371,Perspiration Trail,Pend Oreille,Eastern WA,Non-Motorized,1.92259010980531
38372,Halliday Trail,Pend Oreille,Eastern WA,Non-Motorized,6.32698108948128
38373,Batey Bold Motorcycle Trails,Pend Oreille,Eastern WA,Motorized,0.840231902905811
38374,Batey Bold Motorcycle Trails,Pend Oreille,Eastern WA,Motorized,1.637264899949
38375,Little Sweat Trail,Pend Oreille,Eastern WA,Non-Motorized,0.692728335075515
38376,Browns Lake Trail,Pend Oreille,Eastern WA,Non-Motorized,1.47416668236524
38377,Batey Bold Motorcycle Trails,Pend Oreille,Eastern WA,Motorized,0.363288693406479
38378,Batey Bold Motorcycle Trails,Pend Oreille,Eastern WA,Motorized,2.92735047134217
38379,Bead Lake Spur Trail,Pend Oreille,Eastern WA,Non-Motorized,1.72250447556387
38380,Batey Bold Motorcycle Trails,Pend Oreille,Eastern WA,Motorized,9.07544218488765
38381,Lake Leo Trail,Pend Oreille,Eastern WA,Motorized,3.22518756902731
38382,Lower Wolf Trail,Pend Oreille,Eastern WA,Non-Motorized,0.210846368613454
38383,Hall Mountain Trail,Pend Oreille,Eastern WA,Non-Motorized,3.9677187075469
38384,Leo Spur Trail,Pend Oreille/Stevens,Western WA,Motorized,2.57325615082716
38385,Batey Bold Motorcycle Trails,Pend Oreille,Eastern WA,Motorized,0.429987767643937
38386,Batey Bold Motorcycle Trails,Pend Oreille,Eastern WA,Motorized,11.6876624808928
38387,Thomas Mountain Trail,Pend Oreille,Eastern WA,Motorized,2.2792430304388
38388,Crowell Ridge Trail,Pend Oreille,Eastern WA,Non-Motorized,11.5241535949004
38389,South Skookum Trail,Pend Oreille,Eastern WA,Non-Motorized,1.91627504014792
38390,Midle Fork Calispell OHV Trail,Pend Oreille,Eastern WA,Motorized,2.56969026142836
38391,Batey Bold Motorcycle Trails,Pend Oreille,Eastern WA,Motorized,0.191297212981207
38392,Red Bluff Trail,Pend Oreille,Eastern WA,Non-Motorized,7.86451020598172
38393,Granite Peak Trail,Pend Oreille,Eastern WA,Motorized,4.60450517561701
38394,Meadow Creek Trail,Pend Oreille,Eastern WA,Non-Motorized,2.89295638461958
38395,South Fork Silver Creek Trail,Stevens/Pend Oreille,Western WA,Non-Motorized,11.0344702077679
38396,Batey Bold Motorcycle Trails,Pend Oreille,Eastern WA,Motorized,7.3168898033405
38397,Upper Wolf Trail System,Pend Oreille,Eastern WA,Non-Motorized,0.722020057759351
38398,National Forest System Trail,Pend Oreille,Eastern WA,Non-Motorized,3.48636572287687
38399,Elk Creek Trail,Pend Oreille,Eastern WA,Non-Motorized,3.3107757845038
38400,North Fork Creek Trail,Pend Oreille,Eastern WA,Non-Motorized,8.64557268972387
38401,Frater Lake Trail,Pend Oreille,Eastern WA,Motorized,3.36113971848699
38402,Chipmunk (Geophysical) Trail,Pend Oreille,Eastern WA,Non-Motorized,0.35191361791822
38403,Lower Wolf Trail,Pend Oreille,Eastern WA,Non-Motorized,0.334867433208979
38404,National Forest System Trail,Pend Oreille,Eastern WA,Non-Motorized,3.49553281571697
38405,Flatlander (Geophysical) Trail,Pend Oreille,Eastern WA,Non-Motorized,1.88087394365917
38406,Shedroof Cutoff Trail,Pend Oreille,Eastern WA,Non-Motorized,0.81552401653415
38407,Slate Creek Trail,Pend Oreille,Eastern WA,Non-Motorized,6.22196723887805
38408,Frater Spur #2 Trail,Pend Oreille,Eastern WA,Motorized,0.395592662169692
38409,Thunder Creek Trail,Pend Oreille,Eastern WA,Non-Motorized,3.33363902165123
38410,Shedroof Divide Trail,Pend Oreille,Eastern WA,Non-Motorized,25.4644179302421
38411,Midle Fork Calispell OHV Trail,Pend Oreille,Eastern WA,Motorized,3.70164282045369
38412,Upper Wolf Trail System,Pend Oreille,Eastern WA,Non-Motorized,0.583412908274597
38413,Cougar Trail,Pend Oreille,Eastern WA,Non-Motorized,1.73332120434045
38414,Noisy Campground,Pend Oreille,Eastern WA,Non-Motorized,0.178980505316841
38415,Upper Wolf Trail System,Pend Oreille,Eastern WA,Non-Motorized,0.312720924473237
38416,Upper Wolf Trail System,Pend Oreille,Eastern WA,Non-Motorized,0.847508578547544
38417,Midle Fork Calispell OHV Trail,Pend Oreille,Eastern WA,Motorized,0.346670238773869
38418,Lakeshore Trail,Pend Oreille,Eastern WA,Non-Motorized,0.423968315616866
38419,South Skookum Trail,Pend Oreille,Eastern WA,Non-Motorized,0.405695616911549
38420,Batey Bold Motorcycle Trails,Pend Oreille,Eastern WA,Motorized,1.24496441253081
38421,Flume Creek Trail,Stevens/Pend Oreille,Western WA,Non-Motorized,6.13905500579316
38422,Elk Creek Spur,Pend Oreille,Eastern WA,Non-Motorized,0.481297511626818
38423,Salmo Basin Trail,Pend Oreille,Eastern WA,Non-Motorized,7.86288395274886
38424,Batey Bold Motorcycle Trails,Pend Oreille,Eastern WA,Motorized,1.2185564077258
38425,Upper Wolf Trail System,Pend Oreille,Eastern WA,Non-Motorized,1.17906702692667
38426,Batey Bold Motorcycle Trails,Pend Oreille,Eastern WA,Motorized,10.8379775617879
38427,Salmo Cabin Trail,Pend Oreille,Eastern WA,Non-Motorized,0.216319598853921
38428,Hall Mountain Grassy Top Trail,Pend Oreille,Eastern WA,Non-Motorized,7.46177482494361
38429,Lakeshore Trail,Pend Oreille,Eastern WA,Non-Motorized,6.45616559149374
38430,Gardner Cave Trail,Pend Oreille,Eastern WA,Non-Motorized,0.254494975397875
38431,Rufus Trail,Stevens/Pend Oreille,Western WA,Non-Motorized,4.56543092709183
38432,Trail 144,Stevens/Pend Oreille,Western WA,Non-Motorized,5.67941975620436
38433,Segment 5 Trail,Pend Oreille,Eastern WA,Motorized,1.21751815567428
38434,Trail 144,Stevens/Pend Oreille,Western WA,Non-Motorized,7.2992808791009e-4
38435,Rufus Trail,Pend Oreille,Eastern WA,Motorized,2.4330711151863
38436,Rufus Trail,Stevens/Pend Oreille,Western WA,Non-Motorized,0.0206623796188136
38437,Millwood Trail,Spokane,Eastern WA,Non-Motorized,1.65097227903602
38438,Appleway Trail,Spokane,Eastern WA,Non-Motorized,6.43954830222843
38439,Ben Burr Trail,Spokane,Eastern WA,Non-Motorized,4.72238913075045
38440,Fish Lake Trail,Spokane,Eastern WA,Non-Motorized,13.7406319002861
38441,Fish Lake Trail,Spokane,Eastern WA,Non-Motorized,0.176599481808668
38442,Liberty Lake Trail,Spokane,Eastern WA,Non-Motorized,0.856226079195383
38443,Cheney Spokane Interchange,Spokane,Eastern WA,Non-Motorized,0.754048735591185
38444,Costco connector,Spokane,Eastern WA,Non-Motorized,0.248076429391788
38445,Liberty Lake Stateline Trail,Spokane,Eastern WA,Non-Motorized,3.20277218014289
38446,Children of the Sun Trail,Spokane,Eastern WA,Non-Motorized,11.3346784968465
38447,Spokane River Centennial State Park Trail,Spokane,Eastern WA,Non-Motorized,1.51060697166595
38448,402,Spokane,Eastern WA,Non-Motorized,0.53159281893567
38449,402,Spokane,Eastern WA,Non-Motorized,0.0582775437891932
38450,Social Trail,Spokane,Eastern WA,Non-Motorized,0.291650143478164
38452,Social Trail,Spokane,Eastern WA,Non-Motorized,0.125135016404812
38453,Social Trail,Spokane,Eastern WA,Non-Motorized,1.09277933186769
38454,Social Trail,Spokane,Eastern WA,Non-Motorized,0.141289035497699
38455,25,Spokane,Eastern WA,Non-Motorized,0.184935550328721
38456,100,Spokane,Eastern WA,Non-Motorized,0.070847490331621
38457,25,Spokane,Eastern WA,Non-Motorized,0.393447665105586
38458,100,Spokane,Eastern WA,Non-Motorized,0.351226658268313
38459,100,Spokane,Eastern WA,Non-Motorized,0.0332092097439207
38460,Social Trail,Spokane,Eastern WA,Non-Motorized,0.0150678568391636
38461,Social Trail,Spokane,Eastern WA,Non-Motorized,0.0154497221646409
38462,Social Trail,Spokane,Eastern WA,Non-Motorized,0.0836867660046142
38463,100,Spokane,Eastern WA,Non-Motorized,0.0649717871076369
38464,Social Trail,Spokane,Eastern WA,Non-Motorized,0.103051540995958
38465,100,Spokane,Eastern WA,Non-Motorized,0.0173177926114661
38466,Social Trail,Spokane,Eastern WA,Non-Motorized,0.0578322933995928
38467,Social Trail,Spokane,Eastern WA,Non-Motorized,0.12204683817633
38468,Social Trail,Spokane,Eastern WA,Non-Motorized,0.120634409781076
38469,Social Trail,Spokane,Eastern WA,Non-Motorized,0.063758568695628
38470,Social Trail,Spokane,Eastern WA,Non-Motorized,0.167370135652831
38471,Social Trail,Spokane,Eastern WA,Non-Motorized,0.142740102049843
38472,Social Trail,Spokane,Eastern WA,Non-Motorized,0.658552918634965
38473,101,Spokane,Eastern WA,Non-Motorized,0.289071951895499
38474,25,Spokane,Eastern WA,Non-Motorized,0.460059307899987
38475,25,Spokane,Eastern WA,Non-Motorized,0.122964334541084
38476,Social Trail,Spokane,Eastern WA,Non-Motorized,0.179979921542479
38477,Social Trail,Spokane,Eastern WA,Non-Motorized,0.210090721616674
38478,Social Trail,Spokane,Eastern WA,Non-Motorized,0.114866143337393
38479,Social Trail,Spokane,Eastern WA,Non-Motorized,0.0487051352445214
38480,Trail Town Route,Spokane,Eastern WA,Non-Motorized,0.501961430576892
38481,Social Trail,Spokane,Eastern WA,Non-Motorized,0.0412012568208362
38482,Social Trail,Spokane,Eastern WA,Non-Motorized,0.268743871569624
38483,Social Trail,Spokane,Eastern WA,Non-Motorized,0.71659874033304
38484,Social Trail,Spokane,Eastern WA,Non-Motorized,0.225351777646132
38485,Social Trail,Spokane,Eastern WA,Non-Motorized,0.961604022505339
38486,Arena Loop,Spokane,Eastern WA,Non-Motorized,0.664379805326997
38487,EQ Road,Spokane,Eastern WA,Non-Motorized,0.943055963886259
38488,Social Trail,Spokane,Eastern WA,Non-Motorized,0.113074391360358
38489,Social Trail,Spokane,Eastern WA,Non-Motorized,0.0661165723169035
38490,Social Trail,Spokane,Eastern WA,Non-Motorized,0.18633992977005
38491,Social Trail,Spokane,Eastern WA,Non-Motorized,0.402457927566175
38493,Trautman Rd,Spokane,Eastern WA,Non-Motorized,0.428887716662368
38494,Trautman,Spokane,Eastern WA,Non-Motorized,0.600252127959601
38495,Trautman,Spokane,Eastern WA,Non-Motorized,0.722047803720173
38496,25,Spokane,Eastern WA,Non-Motorized,0.48930778304484
38497,Social Trail,Spokane,Eastern WA,Non-Motorized,0.373529142889527
38498,401,Spokane,Eastern WA,Non-Motorized,0.270953501530148
38499,400,Spokane,Eastern WA,Non-Motorized,0.523381838014556
38500,411,Spokane,Eastern WA,Non-Motorized,0.498358699085655
38501,Social Trail,Spokane,Eastern WA,Non-Motorized,0.161371521962703
38502,Social Trail,Spokane,Eastern WA,Non-Motorized,0.331061100085557
38503,Social Trail,Spokane,Eastern WA,Non-Motorized,0.116614246909061
38504,Social Trail,Spokane,Eastern WA,Non-Motorized,0.150679200134553
38505,Social Trail,Spokane,Eastern WA,Non-Motorized,0.404932431252187
38506,Social Trail,Spokane,Eastern WA,Non-Motorized,0.128504183878797
38507,Social Trail,Spokane,Eastern WA,Non-Motorized,0.641370210199057
38508,Social Trail,Spokane,Eastern WA,Non-Motorized,0.622193422535348
